,order_id,customers,city,state,order_date,total_units,revenue,product_name,category_name,brand_name,store_name,sales_rep
37,15,Ellsworth Michael,Carmel,NY,2016-09-01,2,898.0,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
38,15,Ellsworth Michael,Carmel,NY,2016-09-01,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
39,16,Lea Key,Banning,CA,2016-12-01,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
40,16,Lea Key,Banning,CA,2016-12-01,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
41,16,Lea Key,Banning,CA,2016-12-01,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
42,16,Lea Key,Banning,CA,2016-12-01,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
43,17,Sindy Anderson,Pomona,CA,2016-12-01,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
44,17,Sindy Anderson,Pomona,CA,2016-12-01,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
45,17,Sindy Anderson,Pomona,CA,2016-12-01,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Santa Cruz Bikes,Genna Serrano
46,17,Sindy Anderson,Pomona,CA,2016-12-01,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
47,18,Lanita Burton,Coachella,CA,2016-01-14,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
48,18,Lanita Burton,Coachella,CA,2016-01-14,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
49,18,Lanita Burton,Coachella,CA,2016-01-14,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Santa Cruz Bikes,Genna Serrano
50,18,Lanita Burton,Coachella,CA,2016-01-14,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes,Genna Serrano
51,18,Lanita Burton,Coachella,CA,2016-01-14,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
52,19,Norine Huffman,Encino,CA,2016-01-14,1,1549.0,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Mireya Copeland
53,19,Norine Huffman,Encino,CA,2016-01-14,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes,Mireya Copeland
54,20,Randee Pitts,Canyon Country,CA,2016-01-14,2,3098.0,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Mireya Copeland
55,20,Randee Pitts,Canyon Country,CA,2016-01-14,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes,Mireya Copeland
56,21,Neoma Daugherty,Mount Vernon,NY,2016-01-15,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
57,21,Neoma Daugherty,Mount Vernon,NY,2016-01-15,1,429.0,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
58,21,Neoma Daugherty,Mount Vernon,NY,2016-01-15,1,1549.0,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene Boyer
59,22,Tangela Hurley,Campbell,CA,2016-01-16,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
60,22,Tangela Hurley,Campbell,CA,2016-01-16,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
61,23,Drucilla Gilliam,Santa Clara,CA,2016-01-16,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
62,23,Drucilla Gilliam,Santa Clara,CA,2016-01-16,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
63,23,Drucilla Gilliam,Santa Clara,CA,2016-01-16,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Mireya Copeland
64,24,Ashton Lott,Floral Park,NY,2016-01-18,2,898.0,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
65,24,Ashton Lott,Floral Park,NY,2016-01-18,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
66,25,Sam Lester,Baldwin,NY,2016-01-18,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
67,25,Sam Lester,Baldwin,NY,2016-01-18,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
68,25,Sam Lester,Baldwin,NY,2016-01-18,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
69,25,Sam Lester,Baldwin,NY,2016-01-18,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
70,25,Sam Lester,Baldwin,NY,2016-01-18,2,3098.0,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene Boyer
71,26,Jackeline Colon,Wappingers Falls,NY,2016-01-18,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
72,26,Jackeline Colon,Wappingers Falls,NY,2016-01-18,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
73,26,Jackeline Colon,Wappingers Falls,NY,2016-01-18,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Venita Daniel
74,26,Jackeline Colon,Wappingers Falls,NY,2016-01-18,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
75,27,Pamala Henry,Bronx,NY,2016-01-19,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
76,27,Pamala Henry,Bronx,NY,2016-01-19,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Venita Daniel
77,27,Pamala Henry,Bronx,NY,2016-01-19,1,449.0,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
78,27,Pamala Henry,Bronx,NY,2016-01-19,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
79,28,Eleni Gordon,Richmond Hill,NY,2016-01-19,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
80,28,Eleni Gordon,Richmond Hill,NY,2016-01-19,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
81,28,Eleni Gordon,Richmond Hill,NY,2016-01-19,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
82,28,Eleni Gordon,Richmond Hill,NY,2016-01-19,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
83,29,Laureen Barry,Orchard Park,NY,2016-01-20,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
84,29,Laureen Barry,Orchard Park,NY,2016-01-20,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
85,29,Laureen Barry,Orchard Park,NY,2016-01-20,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
86,29,Laureen Barry,Orchard Park,NY,2016-01-20,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
87,29,Laureen Barry,Orchard Park,NY,2016-01-20,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
88,30,Yvone Guerrero,Merrick,NY,2016-01-20,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
89,30,Yvone Guerrero,Merrick,NY,2016-01-20,1,429.0,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
90,30,Yvone Guerrero,Merrick,NY,2016-01-20,1,449.0,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
91,30,Yvone Guerrero,Merrick,NY,2016-01-20,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
92,30,Yvone Guerrero,Merrick,NY,2016-01-20,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
93,31,Edgar Quinn,Harlingen,TX,2016-01-20,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Rowlett Bikes,Kali Vargas
94,31,Edgar Quinn,Harlingen,TX,2016-01-20,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Rowlett Bikes,Kali Vargas
95,32,Kimbery Nieves,San Carlos,CA,2016-01-21,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
96,32,Kimbery Nieves,San Carlos,CA,2016-01-21,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
97,32,Kimbery Nieves,San Carlos,CA,2016-01-21,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
98,33,Verona O'neill,Selden,NY,2016-01-21,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
99,33,Verona O'neill,Selden,NY,2016-01-21,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
100,34,Sarai Mckee,Buffalo,NY,2016-01-22,2,858.0,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
101,34,Sarai Mckee,Buffalo,NY,2016-01-22,2,3098.0,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene Boyer
102,34,Sarai Mckee,Buffalo,NY,2016-01-22,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
103,35,Neville Mcclain,West Hempstead,NY,2016-01-22,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
104,35,Neville Mcclain,West Hempstead,NY,2016-01-22,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
105,35,Neville Mcclain,West Hempstead,NY,2016-01-22,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
106,35,Neville Mcclain,West Hempstead,NY,2016-01-22,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Venita Daniel
107,35,Neville Mcclain,West Hempstead,NY,2016-01-22,1,449.0,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
108,36,Shantel Gregory,West Islip,NY,2016-01-23,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
109,36,Shantel Gregory,West Islip,NY,2016-01-23,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
110,36,Shantel Gregory,West Islip,NY,2016-01-23,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Marcelene Boyer
111,37,Tomika Larson,Woodside,NY,2016-01-25,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
112,38,Lashandra Turner,Long Beach,NY,2016-01-25,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
113,38,Lashandra Turner,Long Beach,NY,2016-01-25,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
114,38,Lashandra Turner,Long Beach,NY,2016-01-25,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
115,38,Lashandra Turner,Long Beach,NY,2016-01-25,2,3098.0,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita Daniel
116,38,Lashandra Turner,Long Beach,NY,2016-01-25,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
117,39,Travis Whitley,Saint Albans,NY,2016-01-25,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
118,39,Travis Whitley,Saint Albans,NY,2016-01-25,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
119,39,Travis Whitley,Saint Albans,NY,2016-01-25,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
120,39,Travis Whitley,Saint Albans,NY,2016-01-25,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
121,40,Darren Witt,Coachella,CA,2016-01-27,1,429.0,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes,Genna Serrano
122,40,Darren Witt,Coachella,CA,2016-01-27,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
123,41,Ingeborg Ellison,Ithaca,NY,2016-01-27,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
124,41,Ingeborg Ellison,Ithaca,NY,2016-01-27,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
125,41,Ingeborg Ellison,Ithaca,NY,2016-01-27,2,898.0,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
126,42,Corene Swanson,Rego Park,NY,2016-01-27,1,449.0,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
127,43,Elana Miles,Liverpool,NY,2016-01-27,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
128,43,Elana Miles,Liverpool,NY,2016-01-27,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
129,44,Olympia Figueroa,Hopewell Junction,NY,2016-01-28,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
130,44,Olympia Figueroa,Hopewell Junction,NY,2016-01-28,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
131,45,Carissa Cross,Huntington Station,NY,2016-01-28,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
132,45,Carissa Cross,Huntington Station,NY,2016-01-28,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
133,45,Carissa Cross,Huntington Station,NY,2016-01-28,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
134,46,Eldridge Greer,Central Islip,NY,2016-01-29,1,429.0,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
135,47,Joshua Berg,Ossining,NY,2016-01-29,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
136,47,Joshua Berg,Ossining,NY,2016-01-29,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
137,47,Joshua Berg,Ossining,NY,2016-01-29,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
138,47,Joshua Berg,Ossining,NY,2016-01-29,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
139,48,Josephine Dale,Baldwinsville,NY,2016-01-30,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
140,48,Josephine Dale,Baldwinsville,NY,2016-01-30,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Venita Daniel
141,48,Josephine Dale,Baldwinsville,NY,2016-01-30,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita Daniel
142,48,Josephine Dale,Baldwinsville,NY,2016-01-30,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
143,49,Taisha Vang,Shirley,NY,2016-01-31,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
144,50,Silas Tate,Corpus Christi,TX,2016-01-31,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Kali Vargas
145,50,Silas Tate,Corpus Christi,TX,2016-01-31,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Rowlett Bikes,Kali Vargas
146,50,Silas Tate,Corpus Christi,TX,2016-01-31,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Rowlett Bikes,Kali Vargas
147,51,Jamaal Baker,Elmhurst,NY,2016-01-02,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
148,51,Jamaal Baker,Elmhurst,NY,2016-01-02,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
149,51,Jamaal Baker,Elmhurst,NY,2016-01-02,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
150,52,Twana Arnold,Anaheim,CA,2016-03-02,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
151,53,Margit Osborn,Plainview,NY,2016-03-02,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
152,53,Margit Osborn,Plainview,NY,2016-03-02,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
153,53,Margit Osborn,Plainview,NY,2016-03-02,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
154,53,Margit Osborn,Plainview,NY,2016-03-02,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
